Stazione;xtime;hour;Parm;Aver;SWrd;MinT;Min;MaxT;Max;Sigma;Samp;nhour;is_dup
Parcheggio AGIP GELA;2015-09-13 00:00:00;0;BENZENE;0;80400000;23:46;0;23:46;0;0;4;2;FALSE
Parcheggio AGIP GELA;2015-09-13 00:00:00;0;BENZENE;0;80400000;23:46;0;23:46;0;0;4;2;TRUE
Parcheggio AGIP GELA;2015-09-13 01:00:00;1;BENZENE;0;80400000;00:46;0;00:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 02:00:00;2;BENZENE;0;80400000;01:46;0;01:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 03:00:00;3;BENZENE;0;80400000;02:46;0;02:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 04:00:00;4;BENZENE;0;80400000;03:46;0;03:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 05:00:00;5;BENZENE;0,07800085;80400000;04:31;0;04:46;0,31200441;0,13510235;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 06:00:00;6;BENZENE;0;80400000;05:46;0;05:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 07:00:00;7;BENZENE;0,0578256;80400000;06:31;0;06:46;0,23130038;0,10015619;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 08:00:00;8;BENZENE;0;80400000;07:46;0;07:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 09:00:00;9;BENZENE;0;80400000;08:46;0;08:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 10:00:00;10;BENZENE;0;80400000;09:46;0;09:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 11:00:00;11;BENZENE;0;80400000;10:46;0;10:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 12:00:00;12;BENZENE;0;80400000;11:46;0;11:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 13:00:00;13;BENZENE;0;80400000;12:46;0;12:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 14:00:00;14;BENZENE;0;80400000;13:46;0;13:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 15:00:00;15;BENZENE;0;80400000;14:46;0;14:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 16:00:00;16;BENZENE;0;80400000;15:46;0;15:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 17:00:00;17;BENZENE;0;80400000;16:46;0;16:46;0;0;3;1;FALSE
Parcheggio AGIP GELA;2015-09-13 18:00:00;18;BENZENE;0;80400000;17:46;0;17:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 19:00:00;19;BENZENE;0;80400000;18:46;0;18:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 20:00:00;20;BENZENE;0;80400000;19:46;0;19:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 21:00:00;21;BENZENE;0;80400000;20:46;0;20:46;0;0;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 22:00:00;22;BENZENE;0,06612432;80400000;21:31;0;21:46;0,26449221;0,11452742;4;1;FALSE
Parcheggio AGIP GELA;2015-09-13 23:00:00;23;BENZENE;0,07885716;80400000;22:46;0;22:16;0,31542967;0,13658513;4;1;FALSE
