Stazione;xtime;hour;Parm;Aver;SWrd;MinT;Min;MaxT;Max;Sigma;Samp;nhour;is_dup
Termica Milazzo;2015-08-31 00:00:00;0;BENZENE;NA;NA;;NA;;NA;NA;NA;3;FALSE
Termica Milazzo;2015-08-31 00:00:00;0;BENZENE;0,08129695;80400000;23:42;0,0509639;23:57;0,10706264;0,02459106;4;3;FALSE
Termica Milazzo;2015-08-31 00:00:00;0;BENZENE;0,08129695;80400000;23:42;0,0509639;23:57;0,10706264;0,02459106;4;3;TRUE
Termica Milazzo;2015-08-31 01:00:00;1;BENZENE;0,09097472;80400000;00:27;0,062396;00:57;0,16253897;0,04145495;4;2;FALSE
Termica Milazzo;2015-08-31 01:00:00;1;BENZENE;0,09097472;80400000;00:27;0,062396;00:57;0,16253897;0,04145495;4;2;TRUE
Termica Milazzo;2015-08-31 02:00:00;2;BENZENE;NA;NA;;NA;;NA;NA;NA;2;FALSE
Termica Milazzo;2015-08-31 02:00:00;2;BENZENE;NA;NA;;NA;;NA;NA;NA;2;TRUE
Termica Milazzo;2015-08-31 03:00:00;3;BENZENE;0,0851351;81400000;02:57;0,03109579;02:27;0,1903224;0,0743905;3;2;FALSE
Termica Milazzo;2015-08-31 03:00:00;3;BENZENE;0,0851351;81400000;02:57;0,03109579;02:27;0,1903224;0,0743905;3;2;TRUE
Termica Milazzo;2015-08-31 04:00:00;4;BENZENE;0,04092611;80400000;03:57;0,02390662;03:12;0,06602974;0,01543298;4;2;FALSE
Termica Milazzo;2015-08-31 04:00:00;4;BENZENE;0,04092611;80400000;03:57;0,02390662;03:12;0,06602974;0,01543298;4;2;TRUE
Termica Milazzo;2015-08-31 05:00:00;5;BENZENE;0,04668132;80400000;04:12;0,02141802;04:42;0,06919973;0,01734392;4;2;FALSE
Termica Milazzo;2015-08-31 05:00:00;5;BENZENE;0,04668132;80400000;04:12;0,02141802;04:42;0,06919973;0,01734392;4;2;TRUE
Termica Milazzo;2015-08-31 06:00:00;6;BENZENE;0,049773;80400000;05:27;0,03975148;05:57;0,06634094;0,0104629;4;2;FALSE
Termica Milazzo;2015-08-31 06:00:00;6;BENZENE;0,049773;80400000;05:27;0,03975148;05:57;0,06634094;0,0104629;4;2;TRUE
Termica Milazzo;2015-08-31 07:00:00;7;BENZENE;0,13935239;80400000;06:42;0,07491934;06:57;0,28259176;0,0839086;4;2;FALSE
Termica Milazzo;2015-08-31 07:00:00;7;BENZENE;0,13935239;80400000;06:42;0,07491934;06:57;0,28259176;0,0839086;4;2;TRUE
Termica Milazzo;2015-08-31 08:00:00;8;BENZENE;0,45559668;80400000;07:42;0,14118909;07:12;0,92156879;0,31824269;4;2;FALSE
Termica Milazzo;2015-08-31 08:00:00;8;BENZENE;0,45559668;80400000;07:42;0,14118909;07:12;0,92156879;0,31824269;4;2;TRUE
Termica Milazzo;2015-08-31 09:00:00;9;BENZENE;0,34671056;80400000;08:42;0,15410093;08:12;0,53835709;0,14998716;4;2;FALSE
Termica Milazzo;2015-08-31 09:00:00;9;BENZENE;0,34671056;80400000;08:42;0,15410093;08:12;0,53835709;0,14998716;4;2;TRUE
Termica Milazzo;2015-08-31 10:00:00;10;BENZENE;0,36030785;80400000;09:57;0,12847456;09:12;0,56660121;0,17320934;4;2;FALSE
Termica Milazzo;2015-08-31 10:00:00;10;BENZENE;0,36030785;80400000;09:57;0,12847456;09:12;0,56660121;0,17320934;4;2;TRUE
Termica Milazzo;2015-08-31 11:00:00;11;BENZENE;0,2285555;80400000;10:57;0,11499219;10:12;0,37640492;0,09903343;4;2;FALSE
Termica Milazzo;2015-08-31 11:00:00;11;BENZENE;0,2285555;80400000;10:57;0,11499219;10:12;0,37640492;0,09903343;4;2;TRUE
Termica Milazzo;2015-08-31 12:00:00;12;BENZENE;0,26023606;80400000;11:57;0,22441325;11:12;0,29427404;0,03204669;4;2;FALSE
Termica Milazzo;2015-08-31 12:00:00;12;BENZENE;0,26023606;80400000;11:57;0,22441325;11:12;0,29427404;0,03204669;4;2;TRUE
Termica Milazzo;2015-08-31 13:00:00;13;BENZENE;0,18129449;80400000;12:42;0,09324263;12:27;0,27237294;0,06852444;4;2;FALSE
Termica Milazzo;2015-08-31 13:00:00;13;BENZENE;0,18129449;80400000;12:42;0,09324263;12:27;0,27237294;0,06852444;4;2;TRUE
Termica Milazzo;2015-08-31 14:00:00;14;BENZENE;0,16780093;80400000;13:12;0,13199846;13:27;0,20566486;0,03073883;4;2;FALSE
Termica Milazzo;2015-08-31 14:00:00;14;BENZENE;0,16780093;80400000;13:12;0,13199846;13:27;0,20566486;0,03073883;4;2;TRUE
Termica Milazzo;2015-08-31 15:00:00;15;BENZENE;0,09324263;80400000;14:57;0,07144425;14:42;0,11768724;0,01655168;4;2;FALSE
Termica Milazzo;2015-08-31 15:00:00;15;BENZENE;0,09324263;80400000;14:57;0,07144425;14:42;0,11768724;0,01655168;4;2;TRUE
Termica Milazzo;2015-08-31 16:00:00;16;BENZENE;0,12740061;80400000;15:57;0,0750068;15:42;0,24558516;0,06882344;4;2;FALSE
Termica Milazzo;2015-08-31 16:00:00;16;BENZENE;0,12740061;80400000;15:57;0,0750068;15:42;0,24558516;0,06882344;4;2;TRUE
Termica Milazzo;2015-08-31 17:00:00;17;BENZENE;0,09561732;80400000;16:57;0,08427879;16:27;0,11882323;0,01386578;4;2;FALSE
Termica Milazzo;2015-08-31 17:00:00;17;BENZENE;0,09561732;80400000;16:57;0,08427879;16:27;0,11882323;0,01386578;4;2;TRUE
Termica Milazzo;2015-08-31 18:00:00;18;BENZENE;0,14027379;80400000;17:12;0,07525597;17:57;0,21945233;0,0544217;4;2;FALSE
Termica Milazzo;2015-08-31 18:00:00;18;BENZENE;0,14027379;80400000;17:12;0,07525597;17:57;0,21945233;0,0544217;4;2;TRUE
Termica Milazzo;2015-08-31 19:00:00;19;BENZENE;0,25571346;80400000;18:42;0,17326832;18:12;0,40884112;0,09125033;4;2;FALSE
Termica Milazzo;2015-08-31 19:00:00;19;BENZENE;0,25571346;80400000;18:42;0,17326832;18:12;0,40884112;0,09125033;4;2;TRUE
Termica Milazzo;2015-08-31 20:00:00;20;BENZENE;0,64999114;80400000;19:27;0,48712775;19:57;1,03544126;0,22549636;4;2;FALSE
Termica Milazzo;2015-08-31 20:00:00;20;BENZENE;0,64999114;80400000;19:27;0,48712775;19:57;1,03544126;0,22549636;4;2;TRUE
Termica Milazzo;2015-08-31 21:00:00;21;BENZENE;0,79374002;80400000;20:57;0,37863113;20:27;1,12775944;0,28793813;4;2;FALSE
Termica Milazzo;2015-08-31 21:00:00;21;BENZENE;0,79374002;80400000;20:57;0,37863113;20:27;1,12775944;0,28793813;4;2;TRUE
Termica Milazzo;2015-08-31 22:00:00;22;BENZENE;0,1520537;80400000;21:57;0,09044283;21:12;0,2621826;0,06779424;4;2;FALSE
Termica Milazzo;2015-08-31 22:00:00;22;BENZENE;0,1520537;80400000;21:57;0,09044283;21:12;0,2621826;0,06779424;4;2;TRUE
Termica Milazzo;2015-08-31 23:00:00;23;BENZENE;0,11940089;80400000;22:27;0,09396572;22:57;0,17742684;0,0338183;4;2;FALSE
Termica Milazzo;2015-08-31 23:00:00;23;BENZENE;0,11940089;80400000;22:27;0,09396572;22:57;0,17742684;0,0338183;4;2;TRUE
Termica Milazzo;2015-08-31 00:00:00;0;CO;NA;NA;;NA;;NA;NA;NA;3;FALSE
